cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,class
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh3_078_156,stemw_135_400,11,season4,0
capd_180_480,6,0,5,stemh1_below_024,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_180_480,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season2,0
capd_180_480,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_180_480,6,0,5,stemh1_below_024,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_180_480,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_180_480,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_180_480,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_180_480,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_180_480,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_180_480,6,0,5,stemh1_below_024,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh2_024_078,stemw_135_400,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season4,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_180_480,6,0,5,stemh2_024_078,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh2_024_078,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_135_400,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season3,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,3,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_180_480,6,0,5,stemh2_024_078,stemw_135_400,11,season4,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_480_825,6,0,5,stemh1_below_024,stemw_400_825,11,season2,0
capd_180_480,6,0,11,stemh1_below_024,stemw_135_400,6,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_480_825,6,0,11,stemh3_078_156,stemw_400_825,7,season1,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_135_400,7,season4,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,6,season3,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_480_825,2,0,11,stemh3_078_156,stemw_400_825,6,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_135_400,7,season4,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,7,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,2,0,11,stemh3_078_156,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh3_078_156,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season4,0
capd_480_825,6,0,11,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_480_825,2,0,11,stemh2_024_078,stemw_135_400,7,season1,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_480_825,2,0,10,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,6,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season1,0
capd_180_480,6,0,11,stemh1_below_024,stemw_135_400,7,season1,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,7,season1,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,2,0,10,stemh3_078_156,stemw_400_825,7,season1,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,7,season1,0
capd_480_825,6,0,10,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,7,season1,0
capd_180_480,2,0,11,stemh1_below_024,stemw_400_825,6,season1,0
capd_480_825,2,0,11,stemh3_078_156,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh2_024_078,stemw_135_400,7,season1,0
capd_480_825,6,0,11,stemh3_078_156,stemw_400_825,6,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season3,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,6,season4,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,6,season4,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_135_400,7,season3,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,6,0,10,stemh3_078_156,stemw_400_825,7,season4,0
capd_480_825,2,0,11,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_480_825,6,0,10,stemh4_156_193,stemw_400_825,6,season3,0
capd_180_480,2,0,11,stemh3_078_156,stemw_400_825,6,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,11,stemh1_below_024,stemw_400_825,7,season1,0
capd_480_825,6,0,11,stemh2_024_078,stemw_400_825,6,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,6,season4,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_480_825,2,0,10,stemh3_078_156,stemw_400_825,6,season1,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,2,0,11,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,6,season4,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,6,season4,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,6,season4,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,6,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_135_400,7,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,2,0,11,stemh1_below_024,stemw_400_825,7,season3,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,6,season1,0
capd_480_825,6,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,2,0,10,stemh1_below_024,stemw_135_400,7,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh3_078_156,stemw_400_825,7,season3,0
capd_180_480,2,0,10,stemh2_024_078,stemw_135_400,7,season1,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,6,season4,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season3,0
capd_480_825,6,0,10,stemh1_below_024,stemw_400_825,7,season3,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,7,season3,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,7,season4,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,7,season4,0
capd_480_825,6,0,11,stemh2_024_078,stemw_400_825,6,season1,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,6,season3,0
capd_180_480,6,0,11,stemh3_078_156,stemw_400_825,7,season4,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,11,stemh3_078_156,stemw_135_400,6,season4,0
capd_480_825,6,0,10,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_400_825,6,season3,0
capd_480_825,2,0,10,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_400_825,7,season1,0
capd_180_480,2,0,11,stemh3_078_156,stemw_400_825,6,season1,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,7,season4,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,11,stemh3_078_156,stemw_400_825,7,season3,0
capd_180_480,2,0,11,stemh2_024_078,stemw_135_400,6,season4,0
capd_180_480,6,0,11,stemh1_below_024,stemw_400_825,7,season1,0
capd_180_480,6,0,10,stemh2_024_078,stemw_400_825,6,season3,0
capd_180_480,2,0,10,stemh1_below_024,stemw_400_825,7,season1,0
capd_180_480,6,0,11,stemh2_024_078,stemw_135_400,7,season3,0
capd_480_825,6,0,11,stemh1_below_024,stemw_400_825,6,season1,0
capd_180_480,6,0,10,stemh1_below_024,stemw_400_825,7,season1,0
